"Douglass_narrative" "EK_adrift" "EK_ourVisit" "EK_suppressed" "freedman_body1" "freedman_body2" "freedman_intro1" "freedman_intro2" "TWH_denmark" "TWH_gabriel" "TWH_leaves" "TWH_natTurner"
"arsenal" 0 0 0 0 0 0 0 0 0.044895393732603 0.0190949016612564 0 0
"assurance" 0.00813713789736357 0.00423029738990651 0 0 0.0104449550866931 0 0 0 0 0 0 0
"attached" 0.00542475859824238 0 0 0 0.0208899101733863 0.00949667616334283 0 0 0 0 0 0.0107215610592902
"attacked" 0 0 0 0 0.0104449550866931 0.00949667616334283 0 0 0.00897907874652061 0 0 0.0321646831778707
"august" 0.0108495171964848 0 0 0 0 0 0 0 0 0 0 0.0214431221185805
"author" 0 0.00423029738990651 0 0 0 0 0.110987791342952 0 0.0179581574930412 0 0 0.0107215610592902
"awhile" 0.00542475859824238 0 0 0 0.0313348652600794 0.00949667616334283 0 0 0 0 0 0
"awkward" 0.0108495171964848 0.00211514869495326 0 0 0 0.00949667616334283 0 0 0 0 0 0
"bar" 0 0 0 0 0 0.0189933523266857 0 0.0352609308885755 0 0.0190949016612564 0 0.0214431221185805
"barney" 0.0162742757947271 0 0 0 0 0 0 0 0 0 0 0
"beasts" 0.0135618964956059 0 0 0 0 0 0 0 0 0 0.0174886323889472 0
"beat" 0.00271237929912119 0.00211514869495326 0 0 0.0313348652600794 0.00949667616334283 0 0 0 0 0 0
"begun" 0 0.00846059477981302 0 0 0 0.00949667616334283 0 0 0 0 0.0174886323889472 0
"beings" 0.00813713789736357 0.00211514869495326 0 0 0 0 0 0 0 0 0 0.0214431221185805
"ben" 0 0 0 0 0 0 0 0 0.00897907874652061 0.0954745083062822 0 0
"bent" 0.00542475859824238 0.00211514869495326 0 0 0 0.0284900284900285 0 0 0 0 0 0
"bless" 0.00271237929912119 0 0 0.0325732899022801 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"bodies" 0.00813713789736357 0.00211514869495326 0 0 0.0208899101733863 0 0 0 0 0 0 0
"books" 0 0.00846059477981302 0.0128899200824955 0 0 0 0 0 0 0 0 0.0107215610592902
"bow" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"brigade" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"burning" 0 0.0105757434747663 0.0128899200824955 0 0 0 0 0 0 0 0 0
"burst" 0.00271237929912119 0.00211514869495326 0 0 0 0.00949667616334283 0 0 0 0.0190949016612564 0.0174886323889472 0.0107215610592902
"card" 0 0 0 0.0651465798045603 0 0 0 0 0 0 0 0
"caution" 0 0.00846059477981302 0 0.01085776330076 0 0 0 0 0 0 0.0174886323889472 0
"cell" 0 0 0 0 0 0.0379867046533713 0 0 0.0179581574930412 0 0 0
"channel" 0 0.0105757434747663 0 0 0 0.00949667616334283 0 0 0 0 0 0
"circumstance" 0.00813713789736357 0.00211514869495326 0 0 0.0104449550866931 0 0 0 0.00897907874652061 0 0 0
"citizen" 0 0.00211514869495326 0 0.01085776330076 0 0.00949667616334283 0 0.0352609308885755 0 0 0 0.0214431221185805
"clearly" 0.00271237929912119 0.00211514869495326 0 0 0.0104449550866931 0 0.110987791342952 0 0.0179581574930412 0 0 0
"clouds" 0 0.0105757434747663 0 0 0 0.00949667616334283 0 0 0 0 0 0
"com" 0 0 0 0.01085776330076 0 0 0 0 0.0179581574930412 0.0190949016612564 0 0.0214431221185805
"communication" 0.00271237929912119 0 0 0.0217155266015201 0.0208899101733863 0 0 0 0.00897907874652061 0 0 0
"comrades" 0 0.00423029738990651 0 0 0.0208899101733863 0.00949667616334283 0 0 0.00897907874652061 0 0 0
"conducted" 0.00542475859824238 0 0 0.0217155266015201 0 0.0189933523266857 0 0 0 0 0 0
"confined" 0.00542475859824238 0 0 0 0 0.00949667616334283 0 0 0.00897907874652061 0.0190949016612564 0 0.0107215610592902
"connection" 0.00813713789736357 0 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0.0107215610592902
"continually" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"control" 0.00271237929912119 0.00423029738990651 0 0.01085776330076 0 0 0 0 0 0.0381898033225129 0 0
"cooked" 0 0.00846059477981302 0 0 0 0 0 0 0 0 0.0349772647778944 0
"corporal" 0 0.00634544608485977 0 0 0 0 0 0 0 0 0.0524658971668416 0
"correspondence" 0 0 0.0128899200824955 0.01085776330076 0 0.00949667616334283 0 0 0.00897907874652061 0.0381898033225129 0 0
"cost" 0.00542475859824238 0.00211514869495326 0 0.01085776330076 0 0.00949667616334283 0.110987791342952 0 0 0 0 0
"covering" 0.00813713789736357 0.00423029738990651 0 0 0 0.00949667616334283 0 0 0 0 0 0
"crisis" 0 0 0 0.0217155266015201 0 0 0 0 0.0269372362395618 0.0190949016612564 0 0
"cry" 0 0.00211514869495326 0.0128899200824955 0 0.0313348652600794 0 0 0 0 0 0 0.0107215610592902
"custom" 0.00542475859824238 0 0.0128899200824955 0 0 0.00949667616334283 0 0 0.0179581574930412 0 0 0
"dared" 0.00813713789736357 0 0 0 0 0 0 0 0.0179581574930412 0 0 0.0107215610592902
"daring" 0.00271237929912119 0 0 0 0 0.0189933523266857 0 0 0.00897907874652061 0.0190949016612564 0 0.0107215610592902
"declined" 0 0.00634544608485977 0 0.0217155266015201 0 0 0 0 0 0 0 0.0107215610592902
"defeated" 0 0 0.025779840164991 0 0 0 0 0 0 0 0.0349772647778944 0.0214431221185805
"definite" 0 0.00423029738990651 0 0.0434310532030402 0 0 0 0 0 0 0 0
"delighted" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"delivered" 0.00542475859824238 0 0 0.0217155266015201 0 0 0 0 0.00897907874652061 0 0.0174886323889472 0
"desolate" 0.00813713789736357 0 0.0128899200824955 0 0.0104449550866931 0 0 0 0 0.0190949016612564 0 0
"destroy" 0.00271237929912119 0.00423029738990651 0.0128899200824955 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"destruction" 0 0 0 0 0 0.00949667616334283 0 0 0.0269372362395618 0 0 0.0214431221185805
"detected" 0 0.00846059477981302 0 0 0 0 0 0 0.0179581574930412 0 0 0
"devany" 0 0 0 0 0 0 0 0 0.0538744724791236 0 0 0
"devoted" 0.0108495171964848 0 0 0 0 0.00949667616334283 0 0 0 0 0 0.0107215610592902
"dinwiddle" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"disappointed" 0.00542475859824238 0.00423029738990651 0 0 0 0.00949667616334283 0 0 0.00897907874652061 0 0 0
"discussion" 0 0 0 0.01085776330076 0 0 0 0 0.0269372362395618 0 0 0.0214431221185805
"division" 0.00813713789736357 0.00634544608485977 0 0 0 0 0 0 0 0 0 0
"doubtful" 0.00542475859824238 0.00846059477981302 0 0 0 0 0 0 0 0 0 0
"dread" 0.00813713789736357 0.00211514869495326 0 0 0.0104449550866931 0 0 0 0.00897907874652061 0 0 0
"editor" 0 0 0 0 0 0 0 0 0.00897907874652061 0.0381898033225129 0 0.0321646831778707
"emancipate" 0.00813713789736357 0 0.025779840164991 0 0 0 0 0 0.00897907874652061 0 0 0
"empty" 0 0.0105757434747663 0 0 0 0.00949667616334283 0 0 0 0 0 0
"engagement" 0.00813713789736357 0 0 0.0217155266015201 0.0104449550866931 0 0 0 0 0 0 0
"english" 0 0.00423029738990651 0 0.0217155266015201 0 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"enquirer" 0 0 0 0 0 0 0 0 0 0.0190949016612564 0 0.0536078052964512
"entitled" 0.00542475859824238 0.00211514869495326 0 0.0217155266015201 0 0 0 0 0 0 0 0.0107215610592902
"errand" 0.00271237929912119 0.00423029738990651 0.0128899200824955 0 0.0208899101733863 0 0 0 0 0 0 0
"errands" 0.0108495171964848 0 0 0 0.0104449550866931 0 0 0 0.00897907874652061 0 0 0
"escaping" 0.00542475859824238 0.00846059477981302 0 0 0 0 0 0 0 0 0 0
"evil" 0.0108495171964848 0 0 0.01085776330076 0.0104449550866931 0 0 0 0 0 0 0
"example" 0.0108495171964848 0 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"exceedingly" 0.0108495171964848 0.00211514869495326 0 0 0 0 0 0 0 0 0.0174886323889472 0
"exercise" 0.0108495171964848 0.00211514869495326 0 0 0 0 0.110987791342952 0 0 0 0 0
"explain" 0 0 0 0.0325732899022801 0 0 0 0 0 0 0.0349772647778944 0.0107215610592902
"faint" 0.00542475859824238 0.00846059477981302 0 0 0 0 0 0 0 0 0 0
"fan" 0.0162742757947271 0 0 0 0 0 0 0 0 0 0 0
"fatigue" 0.00271237929912119 0.00634544608485977 0 0 0 0.00949667616334283 0 0.0352609308885755 0 0 0 0
"favorite" 0 0 0 0 0.0104449550866931 0 0 0 0.00897907874652061 0.0190949016612564 0.0524658971668416 0
"finger" 0.00542475859824238 0.00423029738990651 0 0 0 0.00949667616334283 0 0 0 0 0.0174886323889472 0
"forced" 0.00271237929912119 0.00211514869495326 0.0128899200824955 0 0.0104449550866931 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"fork" 0 0.0105757434747663 0 0 0 0 0 0 0 0 0 0.0107215610592902
"forthwith" 0.0108495171964848 0 0 0 0 0 0 0.0352609308885755 0.00897907874652061 0 0 0
"fortifications" 0 0.00634544608485977 0.025779840164991 0 0 0 0 0 0.00897907874652061 0 0 0
"fortune" 0.00271237929912119 0.00211514869495326 0.0128899200824955 0.01085776330076 0 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"foundation" 0.00271237929912119 0 0 0 0 0.00949667616334283 0 0 0.00897907874652061 0.0381898033225129 0 0.0107215610592902
"fruit" 0.00813713789736357 0.00634544608485977 0 0 0 0 0 0 0 0 0 0
"funeral" 0 0 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0.0699545295557887 0
"gallagherville" 0 0 0 0 0 0 0 0.211565585331453 0 0 0 0
"gazette" 0 0 0 0 0 0 0 0 0 0.114569409967539 0 0
"gloom" 0.00813713789736357 0.00211514869495326 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"glorious" 0.00542475859824238 0.00423029738990651 0.0128899200824955 0 0.0104449550866931 0 0 0 0 0 0 0
"good-looking" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"gullah" 0 0 0 0 0 0 0 0 0.0538744724791236 0 0 0
"halloo" 0.0108495171964848 0.00211514869495326 0 0 0.0104449550866931 0 0 0 0 0 0 0
"headquarters" 0 0.00846059477981302 0 0.0217155266015201 0 0 0 0 0 0 0 0
"hearth" 0.00542475859824238 0.00846059477981302 0 0 0 0 0 0 0 0 0 0
"hearty" 0 0.00634544608485977 0 0 0.0104449550866931 0 0 0 0 0 0.0349772647778944 0
"hicoe" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"hire" 0.0162742757947271 0 0 0 0 0 0 0 0 0 0 0
"holy" 0.00813713789736357 0 0 0 0 0 0 0 0 0.0190949016612564 0 0.0214431221185805
"hopeless" 0.00542475859824238 0 0 0 0.0104449550866931 0 0 0.0352609308885755 0 0 0.0174886323889472 0.0107215610592902
"horseback" 0.00271237929912119 0.00211514869495326 0 0 0.0104449550866931 0 0 0 0 0 0.0174886323889472 0.0214431221185805
"humane" 0.0108495171964848 0 0 0 0.0104449550866931 0 0 0 0 0 0 0.0107215610592902
"hurry" 0.00271237929912119 0.00846059477981302 0 0 0.0104449550866931 0 0 0 0 0 0 0
"ii" 0.00271237929912119 0.00423029738990651 0 0 0 0 0 0.0352609308885755 0 0 0.0349772647778944 0
"indulged" 0.00813713789736357 0 0 0.01085776330076 0 0.00949667616334283 0 0 0.00897907874652061 0 0 0
"infernal" 0.0162742757947271 0 0 0 0 0 0 0 0 0 0 0
"inquiries" 0.00542475859824238 0 0 0 0.0104449550866931 0.00949667616334283 0 0.0352609308885755 0 0.0190949016612564 0 0
"instant" 0.00813713789736357 0.00211514869495326 0 0 0 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"instruction" 0.0108495171964848 0 0 0 0 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"insurrections" 0 0 0 0 0 0 0 0 0.00897907874652061 0.0381898033225129 0 0.0321646831778707
"intelligent" 0.00271237929912119 0.00423029738990651 0 0.01085776330076 0 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"iron" 0.0108495171964848 0 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"ix" 0.00271237929912119 0.0105757434747663 0 0 0 0 0 0 0 0 0 0
"justin" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"ly" 0 0.0105757434747663 0.0128899200824955 0 0 0 0 0 0 0 0 0
"marriage" 0.0135618964956059 0 0 0 0 0 0 0 0 0 0 0.0107215610592902
"masses" 0 0.0105757434747663 0.0128899200824955 0 0 0 0 0 0 0 0 0
"meetings" 0.00542475859824238 0 0 0 0.0104449550866931 0 0 0 0.0179581574930412 0 0 0.0107215610592902
"mental" 0.00813713789736357 0.00423029738990651 0 0 0 0 0 0 0 0 0 0.0107215610592902
"ments" 0 0.00846059477981302 0.0128899200824955 0 0 0 0 0 0 0.0190949016612564 0 0
"ministers" 0.00813713789736357 0 0 0 0 0 0 0 0.0179581574930412 0 0 0.0107215610592902
"miserable" 0.00813713789736357 0.00211514869495326 0 0 0 0.00949667616334283 0 0 0 0 0 0.0107215610592902
"miss" 0 0.00634544608485977 0.025779840164991 0 0 0 0 0 0 0 0.0174886323889472 0
"mistaken" 0.00271237929912119 0.00211514869495326 0.0128899200824955 0 0.0208899101733863 0 0 0 0 0.0190949016612564 0 0
"mouth" 0 0.00423029738990651 0.0128899200824955 0.01085776330076 0 0 0 0 0.00897907874652061 0.0190949016612564 0 0
"muscle" 0 0.00423029738990651 0 0.0325732899022801 0 0 0 0 0 0 0 0.0107215610592902
"nap" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"narrowly" 0.00271237929912119 0.00846059477981302 0 0 0 0 0 0 0.00897907874652061 0 0 0
"nathan" 0.00542475859824238 0 0 0 0 0.0189933523266857 0 0.0705218617771509 0 0 0 0
"nation" 0.00542475859824238 0.00211514869495326 0.0128899200824955 0 0 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"negotiations" 0 0 0.051559680329982 0.0217155266015201 0 0 0 0 0 0 0 0
"nest" 0 0.0105757434747663 0 0 0 0.00949667616334283 0 0 0 0 0 0
"oath" 0.00271237929912119 0 0 0 0 0 0 0 0.0179581574930412 0.0190949016612564 0 0.0214431221185805
"original" 0 0.00211514869495326 0 0.01085776330076 0 0 0 0 0.0179581574930412 0 0 0.0214431221185805
"outbuildings" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"outrage" 0.00542475859824238 0 0 0 0 0 0 0.0352609308885755 0 0 0 0.0321646831778707
"outrages" 0.00271237929912119 0 0 0 0.0104449550866931 0 0 0.0352609308885755 0 0 0 0.0321646831778707
"owe" 0.00813713789736357 0.00211514869495326 0.0128899200824955 0 0 0 0.110987791342952 0 0 0 0 0
"patrol" 0.00271237929912119 0 0 0 0 0 0 0 0.00897907874652061 0.0190949016612564 0 0.0321646831778707
"patrols" 0 0 0 0 0.0104449550866931 0 0 0 0.00897907874652061 0 0 0.0428862442371609
"paul" 0 0 0 0 0 0 0 0 0.044895393732603 0 0.0174886323889472 0
"paused" 0 0.00634544608485977 0.0128899200824955 0 0 0.0189933523266857 0 0 0 0 0 0
"peculiarly" 0.00271237929912119 0 0 0.01085776330076 0.0104449550866931 0 0 0 0.00897907874652061 0.0190949016612564 0.0174886323889472 0
"penalty" 0.00542475859824238 0 0 0 0 0 0 0 0.00897907874652061 0.0381898033225129 0 0.0107215610592902
"picture" 0.00542475859824238 0.00423029738990651 0 0 0 0 0 0 0 0 0.0174886323889472 0.0107215610592902
"pierce" 0 0.00211514869495326 0.0128899200824955 0 0 0.0189933523266857 0 0.0705218617771509 0 0 0 0
"pigs" 0.0135618964956059 0 0 0 0 0 0 0 0 0 0 0.0107215610592902
"pity" 0.00542475859824238 0.00211514869495326 0 0.01085776330076 0 0 0 0 0 0 0 0.0214431221185805
"pole" 0 0.00634544608485977 0.025779840164991 0 0 0 0 0 0 0 0 0.0107215610592902
"possess" 0.00271237929912119 0 0.0128899200824955 0 0 0.00949667616334283 0 0 0 0.0190949016612564 0.0174886323889472 0.0107215610592902
"possessed" 0.0108495171964848 0 0 0.01085776330076 0 0 0 0 0 0.0190949016612564 0 0
"potatoes" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"practice" 0.0108495171964848 0 0 0.01085776330076 0 0 0 0 0.00897907874652061 0 0 0
"pray" 0.00542475859824238 0.00211514869495326 0.0128899200824955 0.01085776330076 0 0 0 0 0 0 0 0.0107215610592902
"prayers" 0.0108495171964848 0 0 0.01085776330076 0 0 0 0 0 0 0.0174886323889472 0
"preparing" 0.00542475859824238 0 0 0 0 0.00949667616334283 0 0 0.00897907874652061 0 0 0.0214431221185805
"prevented" 0.00542475859824238 0.00211514869495326 0 0 0 0 0 0.0705218617771509 0 0.0190949016612564 0 0
"principle" 0.00271237929912119 0.00634544608485977 0.025779840164991 0 0 0 0 0 0 0 0 0
"printed" 0 0 0 0 0 0.00949667616334283 0 0 0.0179581574930412 0 0 0.0321646831778707
"produce" 0.00542475859824238 0 0.0128899200824955 0 0 0 0 0 0 0.0190949016612564 0.0174886323889472 0.0107215610592902
"prophet" 0 0 0 0 0 0 0.221975582685905 0 0 0 0 0.0428862442371609
"proposition" 0.00271237929912119 0 0.0386697602474865 0.0217155266015201 0 0 0 0 0 0 0 0
"pull" 0.00542475859824238 0.00634544608485977 0 0 0 0 0 0 0.00897907874652061 0 0 0
"pure" 0.00813713789736357 0.00211514869495326 0 0 0.0208899101733863 0 0 0 0 0 0 0
"puzzled" 0 0.0105757434747663 0 0 0 0 0 0 0.00897907874652061 0 0 0
"quickly" 0.00271237929912119 0.00634544608485977 0 0 0 0.00949667616334283 0 0 0 0 0.0174886323889472 0
"range" 0 0.00211514869495326 0.0128899200824955 0 0 0.00949667616334283 0 0 0.00897907874652061 0 0.0174886323889472 0.0107215610592902
"re-" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"reference" 0.00271237929912119 0 0.0128899200824955 0.0217155266015201 0 0 0 0 0 0.0190949016612564 0.0174886323889472 0
"referred" 0 0.00423029738990651 0 0 0.0104449550866931 0 0 0 0.0179581574930412 0.0190949016612564 0 0
"relation" 0.00813713789736357 0 0 0 0.0104449550866931 0 0.110987791342952 0 0.00897907874652061 0 0 0
"relative" 0.00271237929912119 0.00211514869495326 0.025779840164991 0 0 0 0 0 0.0179581574930412 0 0 0
"resist" 0.00271237929912119 0 0.0128899200824955 0.01085776330076 0 0 0 0.0352609308885755 0 0.0190949016612564 0 0.0107215610592902
"resources" 0.00271237929912119 0 0.0386697602474865 0 0 0 0 0 0 0.0190949016612564 0.0174886323889472 0
"respectable" 0 0 0 0 0.0208899101733863 0.00949667616334283 0 0 0.00897907874652061 0 0.0349772647778944 0
"rocks" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"rolla" 0 0 0 0 0 0 0 0 0.0538744724791236 0 0 0
"rules" 0.00271237929912119 0 0.0128899200824955 0 0 0 0 0 0.0359163149860824 0 0 0
"sam" 0.00271237929912119 0.00634544608485977 0 0 0 0 0 0 0 0 0.0174886323889472 0.0107215610592902
"saxton" 0 0 0 0 0 0 0 0 0 0 0.104931794333683 0
"scaffolding" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"scanty" 0.00271237929912119 0.00423029738990651 0 0 0.0104449550866931 0 0 0 0 0.0190949016612564 0.0174886323889472 0
"scene" 0 0.00634544608485977 0 0 0 0.00949667616334283 0 0 0 0 0 0.0214431221185805
"schooner" 0.00271237929912119 0 0 0 0 0.00949667616334283 0 0 0.00897907874652061 0.0381898033225129 0 0.0107215610592902
"search" 0.00542475859824238 0.00634544608485977 0 0 0 0 0 0 0 0 0 0.0107215610592902
"sections" 0 0 0.025779840164991 0.0217155266015201 0 0.00949667616334283 0.110987791342952 0 0 0 0 0
"self" 0 0.00846059477981302 0.0128899200824955 0 0 0 0 0 0.00897907874652061 0 0 0
"sentiments" 0.00813713789736357 0.00423029738990651 0.0128899200824955 0 0 0 0 0 0 0 0 0
"sentinel" 0.00271237929912119 0 0 0 0 0 0 0 0.00897907874652061 0.0381898033225129 0.0349772647778944 0
"settlement" 0 0 0 0.0542888165038002 0 0.00949667616334283 0 0 0 0 0 0
"share" 0.00542475859824238 0 0 0 0 0 0 0 0.00897907874652061 0.0190949016612564 0.0174886323889472 0.0107215610592902
"shut" 0.00813713789736357 0 0.025779840164991 0 0 0 0 0 0 0.0190949016612564 0 0
"sign" 0 0.00423029738990651 0 0.01085776330076 0 0 0 0 0.00897907874652061 0 0 0.0214431221185805
"silent" 0 0.00423029738990651 0 0 0 0.0189933523266857 0 0 0.0179581574930412 0 0 0
"size" 0.00542475859824238 0.00846059477981302 0 0 0 0 0 0 0 0 0 0
"slow" 0.00271237929912119 0.00423029738990651 0 0.01085776330076 0 0 0 0 0 0 0.0349772647778944 0
"smaller" 0 0.00423029738990651 0 0.01085776330076 0.0208899101733863 0.00949667616334283 0 0 0 0 0 0
"smiled" 0.00542475859824238 0.00211514869495326 0.025779840164991 0 0 0 0.110987791342952 0 0 0 0 0
"solemn" 0.00813713789736357 0 0 0 0.0104449550866931 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"some-" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"sons" 0.00813713789736357 0 0 0.01085776330076 0.0104449550866931 0 0 0 0.00897907874652061 0 0 0
"sorry" 0 0.00211514869495326 0 0.01085776330076 0 0.0189933523266857 0 0 0.00897907874652061 0 0.0174886323889472 0
"sounded" 0 0.00634544608485977 0 0 0.0104449550866931 0.00949667616334283 0 0 0.00897907874652061 0 0 0
"space" 0.00542475859824238 0.00846059477981302 0 0 0 0 0 0 0 0 0 0
"speeches" 0.00271237929912119 0 0 0 0 0 0 0 0.044895393732603 0 0 0
"spend" 0.0162742757947271 0 0 0 0 0 0 0 0 0 0 0
"squire" 0 0 0 0 0.0626697305201588 0 0 0 0 0 0 0
"startled" 0 0.00846059477981302 0 0 0 0 0 0 0 0.0190949016612564 0 0.0107215610592902
"statements" 0 0 0 0 0.0104449550866931 0 0 0 0.0269372362395618 0.0381898033225129 0 0
"statute" 0 0 0 0 0 0 0 0 0.044895393732603 0.0190949016612564 0 0
"steps" 0 0.00634544608485977 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0.0174886323889472 0
"stock" 0.00271237929912119 0.00634544608485977 0 0.01085776330076 0.0104449550866931 0 0 0 0 0 0 0
"store" 0.00813713789736357 0 0 0 0 0.00949667616334283 0 0.0705218617771509 0 0 0 0
"storm" 0.00271237929912119 0.00846059477981302 0 0 0.0104449550866931 0 0 0 0 0 0 0
"stout" 0 0.00634544608485977 0.0128899200824955 0 0 0.00949667616334283 0 0 0 0 0 0.0107215610592902
"stranger" 0.00813713789736357 0.00211514869495326 0 0.01085776330076 0 0.00949667616334283 0 0 0 0 0 0
"streets" 0.00271237929912119 0.00211514869495326 0 0 0 0 0 0 0.0269372362395618 0 0.0174886323889472 0
"stretched" 0.00271237929912119 0.00634544608485977 0.0128899200824955 0 0 0 0 0 0 0 0 0.0107215610592902
"stumbled" 0 0.00846059477981302 0 0 0.0104449550866931 0 0 0.0352609308885755 0 0 0 0
"subjects" 0 0.00423029738990651 0 0.01085776330076 0 0 0 0 0 0.0381898033225129 0 0.0107215610592902
"succeed" 0.0108495171964848 0 0.0128899200824955 0 0 0 0 0 0.00897907874652061 0 0 0
"suit" 0.00542475859824238 0.00211514869495326 0.025779840164991 0 0 0 0 0 0 0 0.0174886323889472 0
"sunset" 0.00271237929912119 0.0105757434747663 0 0 0 0 0 0 0 0 0 0
"supply" 0 0 0 0 0 0 0 0 0.0179581574930412 0.0381898033225129 0.0174886323889472 0.0107215610592902
"sweet" 0.00271237929912119 0.00846059477981302 0 0 0 0 0 0 0 0 0.0174886323889472 0
"swift" 0 0.00634544608485977 0 0 0 0 0 0 0 0 0 0.0321646831778707
"tavern" 0 0 0 0 0.0313348652600794 0.0189933523266857 0 0.0352609308885755 0 0 0 0
"tears" 0.0108495171964848 0 0 0 0 0 0 0 0.00897907874652061 0 0.0174886323889472 0
"tink" 0 0 0 0 0 0 0 0 0 0 0.104931794333683 0
"tom" 0.00813713789736357 0.00423029738990651 0 0 0 0 0 0 0.00897907874652061 0 0 0
"ton" 0 0 0 0 0 0 0 0 0.0179581574930412 0.0190949016612564 0.0174886323889472 0.0214431221185805
"tools" 0.0108495171964848 0 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"torn" 0.00271237929912119 0 0 0.01085776330076 0 0.00949667616334283 0 0 0.00897907874652061 0.0190949016612564 0 0.0107215610592902
"trains" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"traveller" 0 0.00423029738990651 0 0 0 0.0189933523266857 0 0 0 0.0381898033225129 0 0
"travis" 0 0 0 0 0 0 0 0 0 0 0 0.0643293663557414
"trembling" 0.00813713789736357 0 0 0.01085776330076 0 0.00949667616334283 0 0 0 0.0190949016612564 0 0
"u" 0 0 0.025779840164991 0.01085776330076 0 0 0 0 0 0 0.0349772647778944 0.0107215610592902
"united-" 0 0.00211514869495326 0 0 0 0 0 0 0 0.0190949016612564 0 0.0428862442371609
"universal" 0 0 0.025779840164991 0.01085776330076 0 0 0 0 0.0179581574930412 0 0.0174886323889472 0
"unlike" 0.00813713789736357 0 0.0128899200824955 0.01085776330076 0.0104449550866931 0 0 0 0 0 0 0
"unwilling" 0 0.00634544608485977 0 0.01085776330076 0 0 0 0.0352609308885755 0 0 0 0.0107215610592902
"vain" 0.00271237929912119 0 0 0 0 0 0 0.0352609308885755 0.00897907874652061 0 0 0.0321646831778707
"victim" 0.00813713789736357 0.00211514869495326 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"visited" 0.00542475859824238 0.00211514869495326 0.0128899200824955 0 0 0.00949667616334283 0 0 0 0 0 0.0107215610592902
"vote" 0 0.00211514869495326 0.0386697602474865 0 0 0 0 0 0.00897907874652061 0.0190949016612564 0 0
"wandering" 0 0.0105757434747663 0 0 0 0 0 0 0 0 0.0174886323889472 0
"wanting" 0.00813713789736357 0.00423029738990651 0 0 0.0104449550866931 0 0 0 0 0 0 0
"wants" 0 0.00211514869495326 0.0128899200824955 0.01085776330076 0.0104449550866931 0.00949667616334283 0 0 0.00897907874652061 0 0 0
"warn" 0.00271237929912119 0.00211514869495326 0 0 0 0.0284900284900285 0 0 0.00897907874652061 0 0 0
"washing" 0.00813713789736357 0.00634544608485977 0 0 0 0 0 0 0 0 0 0
"wharf" 0.00813713789736357 0 0 0 0 0.00949667616334283 0 0 0.0179581574930412 0 0 0
"wheat" 0.0135618964956059 0 0.0128899200824955 0 0 0 0 0 0 0 0 0
"wicked" 0.00813713789736357 0 0 0 0.0208899101733863 0 0 0 0.00897907874652061 0 0 0
"willows" 0 0.0126908921697195 0 0 0 0 0 0 0 0 0 0
"withdraw" 0 0 0.0128899200824955 0 0.0104449550866931 0.0284900284900285 0 0.0352609308885755 0 0 0 0
"wonderful" 0.00542475859824238 0 0 0 0 0 0.110987791342952 0 0.00897907874652061 0 0.0174886323889472 0.0107215610592902
"wound" 0.0108495171964848 0.00211514869495326 0 0 0.0104449550866931 0 0 0 0 0 0 0
"younger" 0.00542475859824238 0.00846059477981302 0 0 0 0 0 0 0 0 0 0
"abolitionists" 0.00813713789736357 0 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"accepted" 0 0.00211514869495326 0 0.0217155266015201 0 0 0 0 0 0 0.0349772647778944 0
